"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
699,"NCT04563520","SAFE Study: Safety of aPCC Following Emicizumab Prophylaxis","SAFE","Not yet recruiting","No Results Available","Hemophilia A","Drug: aPCC-emicizumab|Drug: FEIBA|Drug: rFVIIa","Number of serious adverse events|Number of serious bleeding episodes|Number of episodes of thrombotic events including thrombotic microangiopathy (TMA)|Number of infusions of aPCC required to achieve hemostatic efficacy for treatment of an acute bleeding episode, or prevention of bleeding with emergent and non-emergent procedures","Emory University|Takeda Pharmaceuticals North America, Inc.","All","6 Years and older   (Child, Adult, Older Adult)","Phase 3","20","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STUDY00000804","March 2022","December 2022","December 2022","September 24, 2020",,"January 13, 2022","Children's Healthcare of Atlanta, Atlanta, Georgia, United States|Emory University Hospital, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT04563520"
700,"NCT00878774","Safety of ToleroMune Ragweed to Treat Ragweed Allergy in Ragweed Allergic Subjects With Rhinoconjunctivitis",,"Completed","No Results Available","Allergy","Biological: ToleroMune Ragweed|Biological: Placebo","Safety and tolerability of multiple intradermal injections of ToleroMune Ragweed in ragweed allergic subjects with allergic rhinoconjunctivitis|Mean change from baseline in area of the LPSR 8 hours after intradermal challenge with whole ragweed allergen at PTC after ToleroMune Ragweed injection compared to placebo|Mean change from baseline in area of the EPSR 15 minutes after intradermal challenge with whole ragweed allergen at PTC after ToleroMune Ragweed injection compared to placebo|Mean change from baseline in CPT score at PTC after ToleroMune Ragweed injection compared to placebo|Mean change from baseline in concentration of ragweed specific IgE at PTC after ToleroMune Ragweed injection compared to placebo","Circassia Limited|Adiga Life Sciences, Inc.","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","50","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","TR001","April 2009","November 2009","November 2009","April 9, 2009",,"November 10, 2010","Centre de Recherche Appliqué en Allergie de Québec, Quebec City, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT00878774"
701,"NCT04476329","Optimization for Regorafenib in HCC","ReDos HCC","Terminated","No Results Available","Hepatocellular Carcinoma","Drug: Regorafenib 40 MG","Overall Survival|Regorafenib treatment cycles|Tumor Progression|Dosing Patterns|EORTC QOL-C30 Quality of Life Measurements|Optional CD14-16 cell sub-study|FACIT FACT-Hep Quality of Life Measurements","SC Liver Research Consortium, LLC|Bayer","All","18 Years and older   (Adult, Older Adult)","Phase 2","7","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","21305","January 21, 2021","October 13, 2021","December 10, 2021","July 20, 2020",,"December 30, 2021","Banner MD Anderson Cancer Center, Gilbert, Arizona, United States|VA Long Beach Health System, Long Beach, California, United States|Tulane University, New Orleans, Louisiana, United States|Henry Ford Health Systems, Detroit, Michigan, United States|Cancer and Hematology Centers of Western Michigan, Grand Rapids, Michigan, United States|Saint Louis University, Saint Louis, Missouri, United States|Comprehensive Cancer Centers of Nevada, Henderson, Nevada, United States|University of Cincinnati Medical Center, Cincinnati, Ohio, United States|Albert Einstein Medical Center, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04476329"
702,"NCT02646514","Efficacy and Safety of Endobiliary Radiofrequency Ablation by Using a Novel RF Catheter (ELRA®) on Maintaining the Patency of Endobiliary Metal Drainage in Patients With Malignant Biliary Strictures : A Double-arm Comparable Study",,"Unknown status","No Results Available","Cholangiocarcinoma, Gallbladder Cancer, Pancreatic Cancer","Device: Radiofrequency ablation with stenting|Device: stenting","Patency of metal stent|Overall Survival|Complication rate","Yonsei University","All","19 Years and older   (Adult, Older Adult)","Not Applicable","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1-2015-0053","September 2015","September 2019","September 2019","January 5, 2016",,"January 28, 2019","Severance Hospital, Yonsei University, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT02646514"
703,"NCT02148016","Corneal Epithelium Repair and Therapy Using Autologous Limbal Stem Cell Transplantation",,"Unknown status","No Results Available","Corneal Disease|Pterygium|Myopia|Hyperopia","Procedure: LSCs and amniotic membrane (Modified Technique)|Procedure: Amniotic membrane only (Traditional Technique)|Procedure: PRK, LSCs, and amniotic membrane (Modified Technique)|Procedure: PRK only (Traditional Technique)|Drug: Levofloxacin|Drug: Betamethasone|Drug: Limbal stem cells (LSCs)","Composite measure of visual function in eyes treated for corneal ocular surface disease.|Composite measure of visual function in eyes after photo-refractive keratectomy (PRK)|Incidence of transparency of the cornea","Sun Yat-sen University","All","10 Years to 70 Years   (Child, Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2013SKL005","December 2012","June 2014","September 2014","May 28, 2014",,"May 28, 2014","Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, China",,"https://ClinicalTrials.gov/show/NCT02148016"
704,"NCT02410590","Rocuronium + Sugammadex vs. Succinylcholine + Cisatracurium + Neostigmine/Atropine in Obese Participants (MK-8616-104)","BENN","Withdrawn","No Results Available","Neuromuscular Blockade","Drug: Rocuronium|Drug: Sugammadex|Drug: Cisatracurium|Drug: Neostigmine/Atropine|Drug: Succinylcholine","Number of Surgeons who prefer Rocuronium + Sugammadex vs. Succinylcholine + Cisatracurium + Neostigmine/Atropine for neuromuscular blocking/reversal in obese participants undergoing laparoscopic abdominal surgery|Time elapsed from end of surgery to extubation|Time elapsed from start of reversal drug administration to train-of-four (TOF) ratio ≥0.9","Merck Sharp & Dohme Corp.","All","18 Years and older   (Adult, Older Adult)","Phase 4","0","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)","8616-104|2013-004423-36","July 2015","October 2016","October 2016","April 7, 2015",,"July 13, 2015",,,"https://ClinicalTrials.gov/show/NCT02410590"
705,"NCT03411187","Study on the Application of Convenient Foot-control Exhaust Method in Endoscopic Thyroidectomy",,"Unknown status","No Results Available","Thyroid Cancer|Papillary Thyroid Carcinoma|Thyroidectomy|Endoscopy","Device: used of the Pressure adjustable foot-control method|Device: direct exhaust","Flap separation time|Glandular excision time|Central lymph node dissection time|Times of wiping lens|Volume of intraoperative blood loss|Volume of Postoperative drainage|The number of identifying parathyroid glands|Blood PTH level|Blood calcium level","Bo Wang,MD|Fujian Medical University","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","exhaust","January 1, 2018","June 30, 2018","December 30, 2018","January 26, 2018",,"September 18, 2018","Wen-xin ZHAO, Fuzhou, Fujian, China",,"https://ClinicalTrials.gov/show/NCT03411187"
706,"NCT01100619","A Drug-Drug Interaction Study of the Effects of XL184 (Cabozantinib) on Rosiglitazone in Subjects With Solid Tumors",,"Completed","No Results Available","Papillary Thyroid Cancer|Follicular Thyroid Cancer|Huerthle Cell Thyroid Cancer|Renal Cell Carcinoma","Drug: rosiglitazone|Drug: XL184","Pharmacokinetics of XL184 and rosiglitazone|Safety and tolerability of repeated administration of XL184|Pharmacokinetics of XL184 after co-administration of rosiglitazone","Exelixis","All","18 Years and older   (Adult, Older Adult)","Phase 1","40","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","XL184-008","April 2010","August 2012",,"April 9, 2010",,"September 19, 2013","City of Hope Comprehensive Cancer Center, Duarte, California, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Montefiore Medical Center, Bronx, New York, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|The University of Texas M.D. Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01100619"
707,"NCT01771068","Trial of a Parenting Discussion Group in Panama, Central America",,"Completed","No Results Available","Child Behavioural and Emotional Difficulties|Parenting Practices","Behavioral: Triple P Positive Parenting Program Discussion Group ""Dealing with Disobedience""","Change in Eyberg Child Behaviour Inventory (ECBI)|Change in Depression Anxiety Stress Scale 21 (DASS 21)|Change in Parenting Scale (PS)|Change in Parenting Task Checklist (PTC)","University of Manchester|National Secretariat of Science, Technology and Innovation in Panama (SENACYT)","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","108","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","PTY12","April 2012","December 2012","December 2012","January 18, 2013",,"January 18, 2013","Ministry of Education, District of Panama, Panama, Panama",,"https://ClinicalTrials.gov/show/NCT01771068"
708,"NCT02168478","Neo-Synalar Modified 48 Hour Patch Test",,"Completed","Has Results","Allergy","Drug: Neo-Synalar Cream|Other: Sodium Lauryl Sulfate Aqueous Solution (0.40%)|Other: Saline","Evidence of Pre-Existing Sensitization by Use of the Erythemal Scoring Scale (ESS)","Noah Rosenberg, MD|Medimetriks Pharmaceuticals, Inc","All","18 Years to 79 Years   (Adult, Older Adult)","Phase 4","206","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MTWC01-001","June 2014","June 2014","June 2014","June 20, 2014","December 11, 2015","December 11, 2015","Michael Caswell PhD., CCRC,CCRA, Fairfield, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT02168478"
709,"NCT04237766","Movement Visualization in Patients With Hemophilic Arthropathy",,"Unknown status","No Results Available","Hemophilia","Other: Experimental group","Change from baseline joint bleeding frequency after treatment and at 6 months|Change from baseline joint pain after treatment and at 6 months|Change from baseline joint pain perception after treatment and at 6 months|Change from baseline muscle strength after treatment and at 6 months|Change from baseline electrical muscle activity after treatment and at 6 months|Change from baseline perception of quality of life after treatment and at 6 months|Change from baseline anxiety perception after treatment and at 6 months|Change from baseline fear of movement after treatment and at 6 months|Change from baseline catastrophism after treatment and at 6 months|Change from baseline anxiety perceived after treatment and at 6 months|Change from baseline endogenous pain inhibitory system after treatment and at 6 months|Change from baseline joint status after treatment and at 6 months","Real Fundación Victoria Eugenia","Male","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","140","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","He-Mirror","May 1, 2020","October 1, 2020","May 1, 2021","January 23, 2020",,"January 27, 2020",,,"https://ClinicalTrials.gov/show/NCT04237766"
710,"NCT05028088","Diaphragm Ultrasound to Evaluate the Antagonistic Effect of Sugammadex",,"Recruiting","No Results Available","Diaphragm Ultrasonography|Liver Dysfunction|Sugammadex|Rocuronium","Drug: sugammadex","the recovery rate of muscle relaxation|muscle relaxation onset time|intraoperative rocuronium dosage|PACU monitoring time|the incidence of postoperative pulmonary complications","Wuhan Union Hospital, China","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 4","99","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Other","2016Summer","July 1, 2021","December 2022","December 2022","August 31, 2021",,"September 5, 2021","Union Hospital of Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT05028088"
711,"NCT01723202","Dabrafenib With or Without Trametinib in Treating Patients With Recurrent Thyroid Cancer",,"Active, not recruiting","No Results Available","Follicular Thyroid Cancer|Insular Thyroid Cancer|Papillary Thyroid Cancer|Recurrent Thyroid Cancer","Drug: dabrafenib|Drug: trametinib|Other: Correlative Studies","Overall objective response rate, defined as the proportion of patients who have a minor response (MR), partial response (PR), or complete response(CR)assessed according to RECIST.|Portion of patients with progression-free survival (PFS)|Overall survival|Number of patients with Adverse events of GSK2118436 (BRAFi) as a single agent and adverse events of GSK2118436 (BRAFi) and GSK1120212 (MEKi) in combination.|Tolerability of the regimens in terms of the number of patients who required dose modifications and/or dose delays.","Manisha Shah|National Comprehensive Cancer Network|Ohio State University Comprehensive Cancer Center","All","18 Years and older   (Adult, Older Adult)","Phase 2","53","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","OSU-12064|NCI-2012-01700|NCCNGSK20008","November 7, 2012","December 31, 2021","December 31, 2021","November 7, 2012",,"February 25, 2021","University of California, San Diego, San Diego, California, United States|University of Chicago Medical Center, Chicago, Illinois, United States|Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, United States|Ohio State University Medical Center, Columbus, Ohio, United States|The University of Texas-MD Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01723202"
712,"NCT01910168","A Study to Collect Blood Samples From Patients With Spinal Muscular Atrophy for Biomarker Analysis",,"Completed","No Results Available","Muscular Atrophy, Spinal",,"SMN1/SMN2 detection in blood by mRNA assay|SMN protein level in blood/lymphocytes","Hoffmann-La Roche|PTC Therapeutics","All","Child, Adult, Older Adult",,"36","Industry","Observational","Observational Model: Case-Control|Time Perspective: Prospective","BE29002","August 2013","February 2014","February 2014","July 29, 2013",,"November 2, 2016","Kalamazoo, Michigan, United States|Salt Lake, Utah, United States",,"https://ClinicalTrials.gov/show/NCT01910168"
713,"NCT01797562","Clinical Evaluation of T.R.U.E. Test Allergens in Children an Adolescents",,"Completed","Has Results","Allergic Contact Dermatitis","Diagnostic Test: Panels 1.3, 2.2 and 3.2 experimental allergens","Number of Participants With Negative, Positive, Irritant or Doubtful Reaction Scores|Number of Participants With Late or Persistent Positive Patch Test Reactions","Allerderm","All","6 Years to 17 Years   (Child)","Not Applicable","116","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","SP 12 7NEW 401","December 10, 2012","September 8, 2015","September 8, 2015","February 22, 2013","August 12, 2020","August 21, 2020","Rady Children's Hospital, San Diego, California, United States|Anschutz Health and Wellness Center, University of Colorado, Aurora, Colorado, United States|Dermatology Specialists, Louisville, Kentucky, United States|Oregon Health & Science University, Portland, Oregon, United States",,"https://ClinicalTrials.gov/show/NCT01797562"
714,"NCT02852759","A Cold Physical Treatment to Manage Insulin Resistance","CTPMIR","Completed","No Results Available","Insulin Resistance|Hyperglycemia|Hyperinsulinemia|Diabetes|Obesity","Procedure: Selective Cold|Device: Electroacupuncture","Change of Glucose Tolerance measured by OGTT|Change of serum insulin levels|Change of Body weight|Change of 2-deoxy-2-[fluorine-18]fluoro- D-glucose (FDG) uptake by PET/CT-scans|Change of glucose infusion rate by hyperinsulinemic euglycemic clamp","First Affiliated Hospital Xi'an Jiaotong University|Columbia University","All","18 Years to 60 Years   (Adult)","Not Applicable","33","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","XJTU1AF-CRS-2016-018","July 2016","October 2018","August 2019","August 2, 2016",,"April 30, 2020","First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shanxi, China",,"https://ClinicalTrials.gov/show/NCT02852759"
715,"NCT04115696","Biodegradable Stent Implantation in Biliary Benign Strictures.","BiELLA","Completed","No Results Available","Biliary Tract|Biliary Tract Diseases|Stenosis|Follow-Up Studies|Stents","Device: Percutaneous placement of biodegradable biliary stents","Biliary duct patency: bilirubin alterations (> 2.2)|Stent reabsorption: radiographic persistence of stent radiopaque marks","Group of Research in Minimally Invasive Techniques","All","18 Years and older   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","GITMI-03","March 1, 2012","February 3, 2018","July 4, 2019","October 4, 2019",,"October 9, 2019","Lozano Blesa Universitary Hospital, Zaragoza, Aragon, Spain|Hospital Parc Tauli, Sabadell, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT04115696"
716,"NCT01143831","Evaluation of Factors II, VII, IX, X, and Proteins C and S, Following High-dose Vitamin K Supplementation",,"Completed","No Results Available","Thrombosis","Dietary Supplement: Vitamin K, 20mg","Change in levels and activities due to vitamin K supplementation","Stephan Moll, MD|University of North Carolina, Chapel Hill","Male","20 Years to 85 Years   (Adult, Older Adult)","Not Applicable","8","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","09-1240","November 2009","March 2012","March 2012","June 14, 2010",,"June 12, 2012","University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT01143831"
717,"NCT00004062","Azacitidine to Restore Thyroid Function in Patients With Persistent or Metastatic Thyroid Cancer",,"Completed","No Results Available","Head and Neck Cancer","Drug: azacitidine|Drug: liothyronine sodium|Radiation: iodine I 131",,"Lucille P. Markey Cancer Center at University of Kentucky|National Cancer Institute (NCI)","All","Child, Adult, Older Adult","Phase 1",,"Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000067262|UKMC-9700053|NCI-T99-0045","July 1999",,"August 2006","June 4, 2004",,"December 19, 2013","Albert B. Chandler Medical Center, University of Kentucky, Lexington, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT00004062"
718,"NCT01905748","Acute Phase Reactions and Thrombophilia in Pediatric Patients With Migraine",,"Unknown status","No Results Available","Migraine|Thrombophilia","Other: Laboratory tests","Proportion of patients with activation of the coagulation system.","HaEmek Medical Center, Israel","All","5 Years to 20 Years   (Child, Adult)","Not Applicable","15","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","0040-09-EMC","August 2011","December 31, 2020","December 31, 2020","July 23, 2013",,"October 31, 2019","Ha'Emek Medical Center, Afula, Israel",,"https://ClinicalTrials.gov/show/NCT01905748"
719,"NCT02716883","Early Amniotic Membrane Transplantation in Bacterial Keratitis",,"Unknown status","No Results Available","Keratitis of Both Eyes","Procedure: AMT","Time to scar formation","Farabi Eye Hospital","All","Child, Adult, Older Adult","Not Applicable","14","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","23345","January 2014","April 2016","April 2016","March 23, 2016",,"March 29, 2016",,,"https://ClinicalTrials.gov/show/NCT02716883"
720,"NCT03323021","Use of Human Dehydrated Amnion/Chorion (DHACM) Allograft in Partial Nephrectomy",,"Completed","No Results Available","Partial Nephrectomy|Kidney Cancer|Renal Function Aggravated","Other: Dehydrated human amnion/chorion membrane|Other: Standard of Care","Recovery of Renal Function|Preservation of Renal Parenchymal Volume|Cancer Control Rates","MiMedx Group, Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","61","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","AFSUR001","May 23, 2017","February 21, 2019","February 21, 2019","October 26, 2017",,"November 13, 2020","The Mount Sinai Hospital, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03323021"
721,"NCT03538782","Patients Radiation Exposure in Percutaneous Transhepatic Biliary Drainage (PTBD) Procedures",,"Completed","No Results Available","Radiation Exposure","Procedure: Percutaneous biliary drainage","Radiation Exposure|Fluoroscopy time|Number of images","Theresienkrankenhaus und St. Hedwig-Klinik GmbH|The Federal Office for Radiation Protection, Germany","All","18 Years and older   (Adult, Older Adult)",,"600","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","Rad Exp PTBD 2018 V1.0","March 15, 2018","August 15, 2018","October 15, 2018","May 29, 2018",,"October 30, 2018","Universitätsklinikum des Saarlandes und Medizinische Fakultät der Universität des Saarlandes Klinik für Innere Medizin II - Gastroenterologie und Endokrinologie, Bad Homburg, Germany",,"https://ClinicalTrials.gov/show/NCT03538782"
722,"NCT02803502","Does the Thrombin Generation Test Performed During the Pharmacokinetic Profile of the Substitutive Factor VIII Bring Benefits to the Personalized Treatment of Pediatric Patients and Adult Hemophilia A Patients Under Prophylaxis ?",,"Unknown status","No Results Available","Hemophilia","Device: Chronometric method|Device: Chromogenic method|Device: Thrombin generation test (TGT)","Factor VIII blood concentration - chronometric method|Factor VIII blood concentration - Chromogenic method|total thrombin generation","Brugmann University Hospital","All","Child, Adult, Older Adult","Not Applicable","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","CHUB-PK TGT","January 2017","July 2020","July 2020","June 17, 2016",,"November 30, 2017","CHU Brugmann, Brussels, Belgium|HUDERF, Brussels, Belgium|Centre Hospitalier Régional de la Citadelle de Liège, Liège, Belgium|CHC de Liège, Liège, Belgium|CHU Liège Sart Tilman, Liège, Belgium",,"https://ClinicalTrials.gov/show/NCT02803502"
723,"NCT04491006","A Translational Study of ATH-1017 in Mild to Moderate Alzheimer's Disease","ACT-AD","Active, not recruiting","No Results Available","Alzheimer Disease|Dementia of Alzheimer Type","Drug: ATH-1017|Drug: Placebo","Event-Related Potential|Cognition","Athira Pharma|National Institute on Aging (NIA)","All","55 Years to 85 Years   (Adult, Older Adult)","Phase 2","77","Industry|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ATH-1017-AD-0202|U1111-1255-9714|18PTC-R-589358|1R01AG068268-01","November 23, 2020","April 2022","May 2022","July 29, 2020",,"November 2, 2021","Syrentis Clinical Research, Santa Ana, California, United States|Premiere Research Institute, West Palm Beach, Florida, United States|iResearch Atlanta, Decatur, Georgia, United States|Neurological Associates of Albany, Albany, New York, United States|Center for Cognitive Health, Portland, Oregon, United States|Evergreen Health Research Program, Kirkland, Washington, United States|University of Washington, Seattle, Washington, United States|Central Coast Neurosciences Research, Central Coast, New South Wales, Australia|St Vincent's Centre for Applied Medical Research, Translational Research Centre, Darlinghurst, New South Wales, Australia|Hammondcare Greenwich Hospital, Greenwich, New South Wales, Australia|KaRa MINDS, Macquarie Park, New South Wales, Australia|HammondCare, Malvern, Victoria, Australia|Australian Alzheimer's Research Organization, Nedlands, Western Australia, Australia",,"https://ClinicalTrials.gov/show/NCT04491006"
724,"NCT00118248","Tanespimycin in Treating Patients With Inoperable Locoregionally Advanced or Metastatic Thyroid Cancer",,"Completed","Has Results","Recurrent Thyroid Cancer|Stage IV Follicular Thyroid Cancer|Stage IV Papillary Thyroid Cancer|Thyroid Gland Medullary Carcinoma","Drug: tanespimycin","Proportion of Patients Who Have Remained on Treatment and Progression-free at Least One Year After Start of 17-AAG (Tanespimycin)|Overall Response|Progression-Free Survival|Overall Survival|Toxicity","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 2","41","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NCI-2009-00063|JHOC-B/06/174|NCI-6482|JHOC-JS0652|CDR0000433150|MC0476|6482|N01CM62205|P30CA015083|N01CM62207","December 2004","August 2009","April 2012","July 11, 2005","May 6, 2014","February 15, 2017","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT00118248"
725,"NCT01249235","Bandage Contact Lens and Oral Analgesics Versus Patching and Oral Analgesics for Pain Following Pterygium Surgery",,"Unknown status","No Results Available","Pterygium","Procedure: Patch or bandage contact lens","Visual Analog Pain Score|Sensitivity to light, tearing, foreign body sensation|Postoperative Complications|Number of Tylenol #3 tablets required","University Health Network, Toronto","All","19 Years and older   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","REB-10-0538","October 2010","October 2010","October 2011","November 29, 2010",,"November 29, 2010","Toronto Western Hospital, University of Toronto, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT01249235"
726,"NCT03084068","Use of Human Dehydrated Umbilical Cord Allograft in Supraspinatus Tendon Repair",,"Completed","No Results Available","Shoulder Injury|Shoulder Sprain|Supraspinatus Tear","Other: Human dehydrated umbilical cord allograft|Other: Placebo","ASES score|Constant Murley Score|Shoulder range of motion|VAS Pain scores|Incidence of tendon re-tear|Incidence of adverse events","MiMedx Group, Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","25","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","ACORT001","February 1, 2017","January 17, 2019","January 17, 2019","March 20, 2017",,"December 18, 2019","Hand & UpperEx Center, Wexford, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03084068"
727,"NCT04478136","Can Blood Panels Provide Early Warning of Bleeding in Patients on ECMO?",,"Not yet recruiting","No Results Available","ECMO|Bleeding","Diagnostic Test: Blood test of factor levels","Number of participants with changes in extended blood panel (EBP) for each of the bleeding and non-bleeding patient groups.|Number of participants designated as major bleeders (MB)|Number of participants designated as non-major bleeders (NMB)","Montefiore Medical Center","All","18 Years to 70 Years   (Adult, Older Adult)",,"60","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2019-10472","December 1, 2021","December 1, 2022","June 1, 2023","July 20, 2020",,"February 26, 2021",,,"https://ClinicalTrials.gov/show/NCT04478136"
