"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT00867932","Eculizumab Pharmacokinetics/Pharmacodynamics Study in Pediatric/Adolescent Paroxysmal Nocturnal Hemoglobinuria (PNH)",,"Completed","Has Results","Hemoglobinuria, Paroxysmal","Drug: Eculizumab","Peak And Trough Concentrations Of Eculizumab In Serum At Week 12|Number Of Participants With Treatment-emergent Adverse Events (TEAEs)|Area Under The Curve (AUC) Of The Change From Baseline To Week 12 In Levels Of Lactate Dehydrogenase (LDH)|Concentration Of Plasma-free Hemoglobin At Baseline And Week 12|Change From Baseline In LDH Levels","Alexion Pharmaceuticals","All","2 Years to 17 Years   (Child)","Phase 4","7","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","M07-005|2009-010402-11","October 2, 2009","May 12, 2011","May 12, 2011","March 24, 2009","October 31, 2018","October 31, 2018","Orange, California, United States|Pensacola, Florida, United States|Memphis, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT00867932"
12,"NCT04256148","ALXN1830 in Patients With Warm Autoimmune Hemolytic Anemia",,"Withdrawn","No Results Available","Warm Autoimmune Hemolytic Anemia","Biological: ALXN1830|Other: Placebo","Percentage Of Participants With ≥ 2 Grams (g)/Deciliter (dL) Increase In Hemoglobin (Hgb) From Baseline|Total Number Of Units Of Packed Red Blood Cells (pRBCs) Transfused|Mean Change From Baseline To Day 92 In Quality Of Life, Assessed Via EuroQoL 5 Dimension 5 Level (EQ-5D-5L) Questionnaire|Mean Change From Baseline To Day 92 In Quality Of Life, Assessed Via Functional Assessment Of Cancer Therapy Anemia (FACT-AN) Questionnaire|Number Of Weekly Hgb Measurements With Change From Baseline ≥ 2 g/dL|Number Of Participants Needing New WAIHA Rescue Medication Or Increase In Dose Of WAIHA Medication","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 2","0","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","ALXN1830-WAI-201","July 2021","October 30, 2022","April 30, 2023","February 5, 2020",,"July 13, 2020","Alexion Study Site, Whittier, California, United States",,"https://ClinicalTrials.gov/show/NCT04256148"
13,"NCT02496689","Expanded Access Program for Asfotase Alfa Treatment for Patients With Infantile- or Juvenile-onset Hypophosphatasia (HPP)",,"Approved for marketing","No Results Available","Hypophosphatasia","Biological: asfotase alfa",,"Alexion Pharmaceuticals","All","Child, Adult, Older Adult",,,"Industry","Expanded Access",,"AA-HPP-405",,,,"July 14, 2015",,"March 29, 2019","Colorado Center for Bone Research, Lakewood, Colorado, United States|Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States|Hôpital Bicêtre, Le Kremlin-Bicêtre, France|Hôpital Necker - Enfants Malades, Paris, France|Hôpital des Enfants, Toulouse Cedex 9, France",,"https://ClinicalTrials.gov/show/NCT02496689"
14,"NCT04422431","Copper Concentration and Histopathologic Changes in Liver Biopsy in Participants With Wilson Disease Treated With ALXN1840",,"Active, not recruiting","No Results Available","Wilson Disease","Drug: Bis-Choline Tetrathiomolybdate","Change From Baseline At Week 48 In Liver Cu Concentration|Change From Baseline At Week 48 In Liver Histopathology As Assessed by Liver Biopsy|Pre-dose Trough ALXN1840 Concentrations In Plasma At Each Study Site Visit|Clinical Global Impression-Improvement Scale At Week 48|Change From Baseline At Week 48 In The Clinical Global Impression-Severity Scale","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 2","31","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ALXN1840-WD-205|2019-003711-60","December 2, 2020","August 2022","August 2023","June 9, 2020",,"June 15, 2021","UC Davis Health System - UC Davis Medical Center - Liver Clinic, Sacramento, California, United States|University of Michigan, Ann Arbor, Michigan, United States|UT Southwestern, Dallas, Texas, United States|Aarhus Universitetshospital, Aarhus, Denmark|Auckland Public Hospital, Auckland, New Zealand|Clinic of Rheumatology, Internal and Occupational Diseases named after EM. Tareeva, Moscow, Russian Federation|Federal State Budgetary Institution of Health Care St Petersburg Clinical Hospital of the Russian Academy of Sciences, St. Petersburg, Russian Federation|Singapore General Hospital, Singapore, Singapore|Hospital Clínic I Provincial de Barcelona, Barcelona, Spain|Hospital Universitario La Fe, Valencia, Spain|King's College, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04422431"
15,"NCT03403205","Efficacy and Safety of ALXN1840 (Formerly Named WTX101) Administered for 48 Weeks Versus Standard of Care in Participants With Wilson Disease With an Extension Period of up to 60 Months",,"Active, not recruiting","No Results Available","Wilson Disease","Drug: ALXN1840|Drug: SoC Therapy","Daily Mean Area Under The Effect-time Curve (AUEC) Of Directly Measured Non-ceruloplasmin-bound Copper (dNCC)|Change From Baseline In cNCC In Plasma.|Number Of Participants With Treatment-emergent Adverse Events|Effects of ALXN1840 on hepatic status|Effects of ALXN1840 on disability status|Effects of ALXN1840 on neurological status, as assessed by UWDRS Part III individual items/subscales (arising from a chair, gait, handwriting, and speech)|Global effects of ALXN1840 on clinical symptoms as assessed by the Investigator on the Clinical Global Impression-Improvement Scale (CGI-I) and the Clinical Global Impression-Severity Scale (CGI-S)|Effects of ALXN1840 on NCC responder rate|Change From Baseline In The Unified Wilson Disease Rating Scale (UWDRS) Part II Total Score|Change From Baseline In UWDRS Part III Total Score And Individual Items/Subscales (Arising From A Chair, Gait, Handwriting, And Speech)|Clinical Global Impression-Improvement Scale (CGI-I)|Change From Baseline In Clinical Global Impression Severity Scale (CGI-S)|Change From Baseline In Model For End-Stage Liver Disease (MELD) Score|Change From Baseline In Calculated NCC (cNCC) In Plasma|cNCC Responder Rate","Alexion Pharmaceuticals","All","12 Years and older   (Child, Adult, Older Adult)","Phase 3","215","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","WTX101-301","February 15, 2018","February 24, 2021","February 28, 2026","January 18, 2018",,"January 25, 2022","Clinical Study Site, Los Angeles, California, United States|Clinical Study Site, New Haven, Connecticut, United States|AdventHealth Medical Group Pediatric Gastroenterology at Orlando, Orlando, Florida, United States|Clinical Study Site, Chicago, Illinois, United States|Clinical Study Site, Ann Arbor, Michigan, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Clinical Study Site, Nashville, Tennessee, United States|UT Southwestern Medical Center, Dallas, Texas, United States|Clinical Study Site, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States|Clinical Study Site, Seattle, Washington, United States|Clinical Study Site, Camperdown, New South Wales, Australia|Clinical Study Site, Adelaide, South Australia, Australia|Clinical Study Site, Heidelberg, Victoria, Australia|Clinical Study Site, Melbourne, Victoria, Australia|Clinical Study Site, Parkville, Victoria, Australia|Clinical Study Site, Parkville, Victoria, Australia|Sir Charles Gairdner Hospital, Nedlands, Western Australia, Australia|Clinical Study Site, Concord, Australia|Clinical Study Site, Graz, Austria|Clinical Study Site, Innsbruck, Austria|Clinical Study Site, Vienna, Austria|Ghent University Hospital (Universitair Ziekenhuis Gent), Gent, Oost-Vlaanderen, Belgium|University Hospitals Leuven - Gasthuisberg, Leuven, Belgium|Clinical Study Site, Toronto, Ontario, Canada|Clinical Study Site, Prague, Czechia|Aarhus Universitetshospital, Aarhus, Denmark|Clinical Study Site, Aarhus, Denmark|Clinical Study Site, Bron, France|Clinical Study Site, Paris, France|Centre Hospitalier Universitaire (CHU) de Toulouse - Hopital Pierre-Paul Riquet, Toulouse, France|Clinical Study Site, Dresden, Germany|Clinical Study Site, Hamburg, Germany|Clinical Study Site, Heidelberg, Germany|Clinical Study Site, Leipzig, Germany|Clinical Study Site, Hong Kong, Hong Kong|Queen Mary Hospital, Hong Kong, Hong Kong|Clinical Study Site, Budapest, Hungary|Clinical Study Site, Haifa, Israel|Clinical Study Site, Jerusalem, Israel|Clinical Study Site, Ramat Gan, Israel|Clinical Study Site, Matsuyama, Ehime, Japan|Clinical Study Site, Kurume, Fukuoka, Japan|Clinical Study Site, Sapporo, Hokkaido, Japan|Clinical Study Site, Yokohama, Kanagawa, Japan|Clinical Study Site, Chiba, Japan|Clinical Study Site, Kumamoto, Japan|Clinical Study Site, Osaka, Japan|Clinical Study Site, Tokyo, Japan|Clinical Study Site, Daegu, Korea, Republic of|Clinical Study Site, Seoul, Korea, Republic of|Clinical Study Site, Seoul, Korea, Republic of|Clinical Study Site, Auckland, New Zealand|Clinical Study Site, Warszawa, Woj. Mazowieckie, Poland|Clinical Study Site, Warsaw, Poland|Clinical Study Site, Moscow, Russian Federation|Clinical Study Site, Moscow, Russian Federation|Clinical Study Site, Nizhny Novgorod, Russian Federation|Clinical Study Site, Saint Petersburg, Russian Federation|Federal State Budgetary Institution ""Child Research Clinical Infectious Disease Center"" of the Medical Biology Agency, Saint Petersburg, Russian Federation|Clinical Study Site, Belgrade, Serbia|National University Hospital, Singapore, Singapore|Clinical Study Site, Singapore, Singapore|KK Women's and Children's Hospital, Singapore, Singapore|Hospital Sant Joan de Déu Barcelona, Esplugues De Llobregat, Bareclona, Spain|Hospital Materno-Infantil Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Las Palmas, Spain|Clinical Study Site, Barcelona, Spain|Hospital Universitari Vall Hebron Barcelona, Barcelona, Spain|Clinical Study Site, Barcelona, Spain|Clinical Study Site, Barcelona, Spain|Clinical Study Site, Madrid, Spain|Clinical Study Site, Málaga, Spain|Hospital Materno Infantil de Málaga, Málaga, Spain|Clinical Study Site, Kaohsiung, Taiwan|Clinical Study Site, Taipei, Taiwan|Clinical Study Site, Taoyuan, Taiwan|Ege University School of Medicine, Izmir, Bornova, Turkey|Clinical Study Site, Bornova, Izmir, Turkey|Ege Universitesi Tip Fakultesi Çocuk Hastanesi (Ege University Medical Faculty Pediatric Hospital), Bornova, Izmir, Turkey|Clinical Study Site, Ankara, Turkey|Clinical Study Site, Istanbul, Turkey|Koc University Medical Faculty, Istanbul, Turkey|Bezmialem Foundation University Medical Faculty, Istanbul, Turkey|Clinical Study Site, Istanbul, Turkey|Istanbul Uni. Istanbul Medical Faculty Hospital, Istanbul, Turkey|Clinical Study Site, Birmingham, England, United Kingdom|Clinical Study Site, Cambridge, England, United Kingdom|Clinical Study Site, Guildford, England, United Kingdom|Clinical Study Site, Brixton, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03403205"
16,"NCT02301624","Extension Study of ECU-MG-301 to Evaluate Safety and Efficacy of Eculizumab in Refractory Generalized Myasthenia Gravis",,"Completed","Has Results","Refractory Generalized Myasthenia Gravis","Biological: Eculizumab|Drug: Placebo","Count Of Participants With Treatment-Emergent Adverse Events|Change From Baseline In Myasthenia Gravis Activities Of Daily Living Profile (MG-ADL) Total Score At Week 4 And Week 130","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 3","117","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ECU-MG-302|2013-002191-41","November 12, 2014","January 15, 2019","January 15, 2019","November 26, 2014","February 5, 2020","February 5, 2020","Birmingham, Alabama, United States|Los Angeles, California, United States|Orange, California, United States|Palo Alto, California, United States|San Francisco, California, United States|New Haven, Connecticut, United States|Jacksonville, Florida, United States|Miami, Florida, United States|Tampa, Florida, United States|Springfield, Illinois, United States|Indianapolis, Indiana, United States|Iowa City, Iowa, United States|Kansas City, Kansas, United States|Baltimore, Maryland, United States|Baltimore, Maryland, United States|Boston, Massachusetts, United States|Burlington, Massachusetts, United States|Las Vegas, Nevada, United States|Chapel Hill, North Carolina, United States|Charlotte, North Carolina, United States|Durham, North Carolina, United States|Columbus, Ohio, United States|Portland, Oregon, United States|San Antonio, Texas, United States|Burlington, Vermont, United States|Seattle, Washington, United States|Buenos Aires, Argentina|Edegem, Belgium|Gent, Belgium|Leuven, Belgium|São Paulo, Brazil|Edmonton, Canada|Ostrava - Poruba, Czechia|Praha 2, Czechia|Arhus C, Denmark|Kobenhavn, Denmark|Turku, Finland|Szeged, Hungary|Milano, Italy|Napoli, Italy|Roma, Italy|Chiba, Japan|Fukuoka, Japan|Hanamaki, Japan|Hokkaido, Japan|Miyagi, Japan|Nagasaki, Japan|Osaka-Fu, Japan|Osaka, Japan|Seoul, Korea, Republic of|Amsterdam, Netherlands|Barcelona, Spain|Madrid, Spain|Stockholm, Sweden|Ankara, Turkey|İzmir, Turkey|Kocaeli, Turkey|Birmingham, United Kingdom|Liverpool, United Kingdom|London, United Kingdom","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/24/NCT02301624/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/24/NCT02301624/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT02301624"
17,"NCT02273596","Efficacy and Safety Study of WTX101 (ALXN1840) in Adult Wilson Disease Patients",,"Completed","Has Results","Wilson Disease","Drug: ALXN1840","Percentage Of Participants With Normalized Concentrations Of NCC|Change From Baseline In NCC Concentrations Adjusted For Mo Plasma Concentration At Week 24|Time To Normalization Of NCC Adjusted For Mo Plasma Concentration In Participants With Elevated Baseline NCC|Change From Baseline In Neurological Status Using The Unified Wilson's Disease Rating Scale (UWDRS) (Neurological Subscore; Part I) At Week 24|Change From Baseline In Neurological Status Using The UWDRS (Neurological Subscore; Parts II, III, And Total Score) At Week 24|Change From Baseline In Psychiatric Status Dimension Using Mini International Neuropsychiatric Interview (M.I.N.I.) Tracking Standardized Scores At Week 24|Clinical Global Impression-Improvement Scale (CGI-I) At Week 24|Change From Baseline In Clinical Global Impression Severity Scale (CGI-S) At Week 24|Change From Baseline In Quality Of Life (QoL)/Patient Reported Outcome (PRO) Assessed By The European Quality Of Life 5 Dimensions (EQ-5D) Visual Analogue Scale (VAS) At Week 24|Change From Baseline In Quality Of Life (QoL)/Patient Reported Outcome (PRO) Assessed By The EQ-5D Descriptive System UK Health Index Scores At Week 24|QoL/PRO Assessed By The 8-Item Medication Adherence Scale (MMAS-8) At Week 24|QoL/PRO Assessed By The Treatment Satisfaction Questionnaire For Medication (TSQM-9) At Week 24|Change From Baseline In Hepatic Laboratory Measure Alanine Aminotransferase (ALT) At Week 24|Change From Baseline In Hepatic Laboratory Measure Aspartate Aminotransferase (AST) At Week 24|Change From Baseline In Hepatic Laboratory Measure International Normalized Ratio (INR) At Week 24|Change From Baseline In Hepatic Laboratory Measure Bilirubin At Week 24|Change From Baseline In Exchangeable Cu At Week 24|Change From Baseline In Speciation Profiling (Mo, Cu, And Protein Complex Profiling Using Size Exclusion Chromatography) At Week 24|Change From Baseline In 24-Hour Urinary Mo And Cu At Week 24|Pharmacokinetics (PK): Area Under The Curve From Time 0 to 24 (AUC0-24) Of Plasma Total Mo|PK: Maximum Concentration (Cmax) Of Plasma Total Mo|Extension Period: Percentage Of Participants With Normalized Concentrations Of NCC|Extension Period: Change From Baseline In NCC Levels Adjusted For Mo Plasma Concentration","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 2","29","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","WTX101-201","November 24, 2014","October 27, 2016","November 7, 2018","October 24, 2014","September 29, 2021","September 29, 2021","Clinical Trial Site, Los Angeles, California, United States|Clinical Trial Site, New Haven, Connecticut, United States|Clinical Trial Site, Chicago, Illinois, United States|Clinical Trial Site, Ann Arbor, Michigan, United States|Clinical Trial Site, Vienna, Austria|Clinical Trial Site, Heidelberg, Germany|Clinical Trial Site, Warsaw, Poland|Clinical Trial Site, Guildford, Surrey, United Kingdom|Clinical Trial Site, Birmingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02273596"
18,"NCT04743804","Ravulizumab in Thrombotic Microangiopathy Associated With a Trigger",,"Recruiting","No Results Available","Thrombotic Microangiopathy","Biological: Ravulizumab|Other: Placebo|Other: Best Supportive Care","Complete TMA Response|Time to Complete TMA Response|Hematologic Response|Renal Response|On Dialysis|Change in Kidney Function as measured by estimated glomerular filtration rate (eGFR) in mL/min/1.73m^2","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 3","100","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ALXN1210-TMA-315","July 1, 2021","January 31, 2024","June 30, 2024","February 8, 2021",,"March 3, 2022","Clinical Trial Site, Tucson, Arizona, United States|Clinical Trial Site, Orange, California, United States|Clinical Trial Site, Lexington, Kentucky, United States|Clinical Trial Site, Boston, Massachusetts, United States|Clinical Trial Site, Boston, Massachusetts, United States|Clinical Trial Site, Boston, Massachusetts, United States|Clinical Trial Site, New York, New York, United States|Clinical Trial Site, Valhalla, New York, United States|Clinical Trial Site, Cleveland, Ohio, United States|Clinical Trial Site, Columbus, Ohio, United States|Clinical Trial Site, Philadelphia, Pennsylvania, United States|Clinical Trial Site, Salt Lake City, Utah, United States|Clinical Trial Site, Morgantown, West Virginia, United States|Clinical Trial Site, Bruxelles, Belgium|Clinical Trial Site, Leuven, Belgium|Clinical Trial Site, Liege, Belgium|Clinical Trial Site, Montreal, Canada|Clinical Trial Site, Bordeaux, France|Clinical Trial Site, Lille, France|Clinical Trial Site, Montpellier, France|Clinical Trial Site, Paris, France|Clinical Trial Site, Bergamo, Italy|Clinical Trial Site, Rome, Italy|Clinical Trial Site, Iruma-gun, Japan|Clinical Trial Site, Miyagi, Japan|Clinical Trial Site, Miyazaki City, Japan|Clinical Trial Site, Nagoya, Japan|Clinical Trial Site, Osaka, Japan|Clinical Trial Site, Sapporo, Japan|Clinical Trial Site, Shinjuku-ku, Japan|Clinical Trial Site, Tokyo, Japan|Clinical Trial Site, Daegu, Korea, Republic of|Clinical Trial Site, Gwangju, Korea, Republic of|Clinical Trial Site, Seoul, Korea, Republic of|Clinical Trial Site, Nijmegen, Netherlands|Clinical Trial Site, Barcelona, Spain|Clinical Trial Site, Granada, Spain|Clinical Trial Site, Madrid, Spain|Clinical Trial Site, Kaohsiung, Taiwan|Clinical Trial Site, Taichung, Taiwan|Clinical Trial Site, Taipei, Taiwan|Clinical Trial Site, London, United Kingdom|Clinical Trial Site, Newcastle, United Kingdom|Clinical Trial Site, Nottingham, United Kingdom|Clinical Trial Site, Oxford, United Kingdom|Clinical Trial Site, Salford, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04743804"
19,"NCT04573309","Copper and Molybdenum Balance in Participants With Wilson Disease Treated With ALXN1840",,"Recruiting","No Results Available","Wilson Disease","Drug: ALXN1840","Mean Daily Copper Balance|Change From Baseline In Mean Daily Copper Balance|Copper Quantified In Food, Drink, Feces, And Urine, Including Plasma Total And Labile Bound copper (LBC)|Molybdenum Specified In ALXN1840 Doses Given And Quantified In Food, Drink, Feces, And Urine, Including Plasma At Steady State|Change From Baseline In Total Molybdenum Excretion In Urine And Feces|Mean Daily Molybdenum Balance At Steady State|Accumulation Of Molybdenum As Determined By Molybdenum Balance","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 2","10","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ALXN1840-WD-204|2020-001104-41","September 7, 2020","May 22, 2022","May 22, 2022","October 5, 2020",,"March 3, 2022","Clinical Study Site, Lincoln, Nebraska, United States|Clinical Study Site, Grafton, Auckland, New Zealand|Clinical Study Site, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04573309"
20,"NCT04557735","Study of Ravulizumab in Pediatric Participants With HSCT-TMA",,"Recruiting","No Results Available","Thrombotic Microangiopathy","Drug: Ravulizumab|Other: Best Supportive Care","Proportion of Participants with TMA Response|Time To TMA Response|Proportion of Participants with TMA Relapse|Overall Survival|Proportion of Participants who die due to any cause during the study, with the exception of death due to underlying disease progression or relapse|Proportion of Participants with Platelet Response ≥ 100,000/mm^3 without transfusion support","Alexion Pharmaceuticals","All","1 Month to 17 Years   (Child)","Phase 3","40","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ALXN1210-TMA-314|2020-000761-16","November 6, 2020","August 2023","February 2024","September 22, 2020",,"July 22, 2021","Clinical Trial Site, Birmingham, Alabama, United States|Clinical Trial Site, Tucson, Arizona, United States|Clinical Trial Site, Duarte, California, United States|Clinical Trial Site, Chicago, Illinois, United States|Clinical Trial Site, Minneapolis, Minnesota, United States|Clinical Trial Site, Portland, Oregon, United States|Clinical Trial Site, Fort Worth, Texas, United States|Clinical Trial Site, Bron, France|Clinical Trial Site, Nantes, France|Clinical Trial Site, Paris, France|Clinical Trial Site, Strasbourg, France|Clinical Trial Site, Vandœuvre-lès-Nancy, France|Clinical Trial Site, Bologna, Italy|Clinical Trial Site, Firenze, Italy|Clinical Trial Site, Genova, Italy|Clinical Trial Site, Pavia, Italy|Clinical Trial Site, Verona, Italy|Clinical Trial Site, Fukuoka, Japan|Clinical Study Site, Fukushima, Japan|Clinical Trial Site, Kobe, Japan|Clinical Trial Site, Nagoya, Japan|Clinical Trial Site, Osakasayama, Japan|Clinical Trial Site, Osaka, Japan|Clinical Trial Site, Saitama, Japan|Clinical Trial Site, Setagaya-Ku, Japan|Clinical Trial Site, Goyang, Korea, Republic of|Clinical Trial Site, Seoul, Korea, Republic of|Clinical Trial Site, Barcelona, Spain|Clinical Trial Site, Esplugues De Llobregat, Spain|Clinical Trial Site, Madrid, Spain|Clinical Trial Site, Salamanca, Spain|Clinical Trial Site, Valencia, Spain|Clinical Trial Site, Bristol, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04557735"
21,"NCT04543591","Ravulizumab in Thrombotic Microangiopathy After Hematopoietic Stem Cell Transplant",,"Recruiting","No Results Available","Thrombotic Microangiopathy","Drug: Ravulizumab|Drug: Placebo|Other: Best supportive care","TMA Response|Time To TMA Response|TMA Relapse|Overall Survival|Non-relapse Mortality|Platelet Response","Alexion Pharmaceuticals","All","12 Years and older   (Child, Adult, Older Adult)","Phase 3","184","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ALXN1210-TMA-313|2020-000144-61","September 16, 2020","August 2023","February 2024","September 10, 2020",,"July 22, 2021","Clinical Trial Site, Atlanta, Georgia, United States|Clinical Trial Site, Chicago, Illinois, United States|Clinical Trial Site, Grosse Pointe Farms, Michigan, United States|Clinical Trial Site, Pittsburgh, Pennsylvania, United States|Clinical Trial Site, Angers, France|Clinical Trial Site, La Tronche, France|Clinical Trial Manager, Lille, France|Clinical Trial Site, Nice, France|Clinical Trial Site, Paris, France|Clinical Trial Site, Pierre-Bénite, France|Clinical Trial Site, Toulouse, France|Clinical Study Site, Milano, Italy|Clinical Trial Site, Milano, Italy|Clinical Trial Site, Roma, Italy|Clinical Trial Site, Salerno, Italy|Clinical Trial Site, San Giovanni Rotondo, Italy|Clinical Trial Site, Akita, Japan|Clinical Study Site, Chiba, Japan|Clinical Study Site, Fukushima, Japan|Clinical Trial Site, Isehara, Japan|Clinical Study Site, Kanazawa, Japan|Clinical Trial Site, Kobe, Japan|Clinical Trial Site, Kumamoto, Japan|Clinical Trial Site, Kurashiki, Japan|Clinical Trial Site, Nagaizumi-chō, Japan|Clinical Trial Site, Okayama, Japan|Clinical Trial Site, Osakasayama, Japan|Clinical Trial Site, Osaka, Japan|Clinical Trial Site, Sapporo, Japan|Clinical Trial Site, Suita, Japan|Clinical Trial Site, Tsukuba, Japan|Clinical Trial Site, Wakayama, Japan|Clinical Trial Site, Goyang, Korea, Republic of|Clinical Trial Site, Seoul, Korea, Republic of|Clinical Trial Site, Suwon, Korea, Republic of|Clinical Trial Site, Barcelona, Spain|Clinical Trial Site, Granada, Spain|Clinical Trial Site, Madrid, Spain|Clinical Trial Site, Majadahonda, Spain|Clinical Trial Site, Málaga, Spain|Clinical Trial Site, Oviedo, Spain|Clinical Trial Site, Palma De Mallorca, Spain|Clinical Trial Site, Pamplona, Spain|Clinical Trial Site, Salamanca, Spain|Clinical Trial Site, San Sebastián, Spain|Clinical Trial Site, Sevilla, Spain|Clinical Trial Site, Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT04543591"
